,index,name,birthDate,currentAge,birthCity,birthStateProvince,birthCountry,height,weight,alternateCaptain,captain,rookie,shootsCatches,timeOnIce22,assists22,goals22,pim22,shots22,games22,hits22,powerPlayGoals22,powerPlayPoints22,powerPlayTimeOnIce22,evenTimeOnIce22,penaltyMinutes22,faceOffPct22,shotPct22,gameWinningGoals22,overTimeGoals22,shortHandedGoals22,shortHandedPoints22,shortHandedTimeOnIce22,blocked22,plusMinus22,points22,shifts22,timeOnIcePerGame22,evenTimeOnIcePerGame22,shortHandedTimeOnIcePerGame22,powerPlayTimeOnIcePerGame22,timeOnIce21,assists21,goals21,pim21,shots21,games21,hits21,powerPlayGoals21,powerPlayPoints21,powerPlayTimeOnIce21,evenTimeOnIce21,penaltyMinutes21,faceOffPct21,shotPct21,gameWinningGoals21,overTimeGoals21,shortHandedGoals21,shortHandedPoints21,shortHandedTimeOnIce21,blocked21,plusMinus21,points21,shifts21,timeOnIcePerGame21,evenTimeOnIcePerGame21,shortHandedTimeOnIcePerGame21,powerPlayTimeOnIcePerGame21,timeOnIce20,assists20,goals20,pim20,shots20,games20,hits20,powerPlayGoals20,powerPlayPoints20,powerPlayTimeOnIce20,evenTimeOnIce20,penaltyMinutes20,faceOffPct20,shotPct20,gameWinningGoals20,overTimeGoals20,shortHandedGoals20,shortHandedPoints20,shortHandedTimeOnIce20,blocked20,plusMinus20,points20,shifts20,timeOnIcePerGame20,evenTimeOnIcePerGame20,shortHandedTimeOnIcePerGame20,powerPlayTimeOnIcePerGame20,timeOnIce19,assists19,goals19,pim19,shots19,games19,hits19,powerPlayGoals19,powerPlayPoints19,powerPlayTimeOnIce19,evenTimeOnIce19,penaltyMinutes19,faceOffPct19,shotPct19,gameWinningGoals19,overTimeGoals19,shortHandedGoals19,shortHandedPoints19,shortHandedTimeOnIce19,blocked19,plusMinus19,points19,shifts19,timeOnIcePerGame19,evenTimeOnIcePerGame19,shortHandedTimeOnIcePerGame19,powerPlayTimeOnIcePerGame19,timeOnIce18,assists18,goals18,pim18,shots18,games18,hits18,powerPlayGoals18,powerPlayPoints18,powerPlayTimeOnIce18,evenTimeOnIce18,penaltyMinutes18,faceOffPct18,shotPct18,gameWinningGoals18,overTimeGoals18,shortHandedGoals18,shortHandedPoints18,shortHandedTimeOnIce18,blocked18,plusMinus18,points18,shifts18,timeOnIcePerGame18,evenTimeOnIcePerGame18,shortHandedTimeOnIcePerGame18,powerPlayTimeOnIcePerGame18,timeOnIce17,assists17,goals17,pim17,shots17,games17,hits17,powerPlayGoals17,powerPlayPoints17,powerPlayTimeOnIce17,evenTimeOnIce17,penaltyMinutes17,faceOffPct17,shotPct17,gameWinningGoals17,overTimeGoals17,shortHandedGoals17,shortHandedPoints17,shortHandedTimeOnIce17,blocked17,plusMinus17,points17,shifts17,timeOnIcePerGame17,evenTimeOnIcePerGame17,shortHandedTimeOnIcePerGame17,powerPlayTimeOnIcePerGame17,Salary_2021-22,height_inches
107,234,Left Wing,1999,21,Scottsdale,AZ,USA,"6' 4""",211,False,False,False,Left,1485.07,37.0,30.0,117.0,288.0,79.0,270.0,9.0,17.0,251.41,1228.09,117.0,50.11,10.4,3.0,1.0,0.0,0.0,5.17,25.0,-7.0,67.0,1873.0,18.47,15.32,0.04,3.11,1020.52,19.0,17.0,69.0,220.0,56.0,248.0,5.0,10.0,183.54,835.43,69.0,47.39,7.7,3.0,1.0,0.0,0.0,1.15,23.0,-17.0,36.0,1303.0,18.13,14.55,0.01,3.17,1344.2,23.0,21.0,106.0,259.0,71.0,303.0,2.0,8.0,207.46,1133.12,106.0,46.15,8.1,3.0,1.0,0.0,0.0,3.22,43.0,-14.0,44.0,1778.0,18.56,15.57,0.02,2.55,1137.46,23.0,22.0,75.0,214.0,71.0,174.0,4.0,10.0,158.5,975.32,75.0,48.99,10.28,3.0,1.0,0.0,0.0,3.24,26.0,-10.0,45.0,1442.0,16.01,13.44,0.02,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,76
108,237,Left Wing,2002,19,Viersen,Unknown,Other,"6' 1""",187,False,False,True,Left,1454.3,36.0,22.0,37.0,176.0,79.0,125.0,7.0,26.0,256.03,1188.03,37.0,38.05,12.5,4.0,1.0,1.0,1.0,10.24,52.0,-27.0,58.0,1678.0,18.24,15.02,0.07,3.14,834.12,17.0,12.0,14.0,111.0,53.0,50.0,4.0,9.0,152.06,682.06,14.0,29.63,10.8,2.0,0.0,0.0,0.0,0.0,15.0,-18.0,29.0,1012.0,15.44,12.52,0.0,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832500.0,73
109,238,Defenseman,1995,25,Khabarovsk,Unknown,RUS,"6' 2""",203,False,False,True,Right,1704.14,16.0,6.0,60.0,92.0,81.0,155.0,0.0,0.0,21.3,1531.58,60.0,0.0,6.5,0.0,0.0,0.0,0.0,150.46,124.0,1.0,22.0,2042.0,21.02,18.54,1.51,0.15,863.58,11.0,3.0,26.0,39.0,47.0,89.0,0.0,0.0,3.12,759.48,26.0,0.0,7.7,1.0,0.0,0.0,0.0,100.58,70.0,4.0,14.0,1112.0,18.22,16.09,2.08,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750000.0,74
110,239,Center,1979,42,London,ON,CAN,"6' 4""",220,False,False,False,Left,377.36,5.0,5.0,10.0,26.0,34.0,20.0,3.0,3.0,44.38,332.28,10.0,44.0,19.2,1.0,0.0,0.0,0.0,0.3,10.0,-10.0,10.0,520.0,11.06,9.46,0.0,1.18,603.41,15.0,5.0,14.0,42.0,44.0,32.0,0.0,5.0,85.03,518.3,14.0,57.35,11.9,0.0,0.0,0.0,0.0,0.08,10.0,6.0,20.0,794.0,13.43,11.47,0.0,1.55,1085.02,24.0,7.0,34.0,76.0,70.0,20.0,3.0,8.0,145.23,939.2,34.0,49.38,9.2,1.0,0.0,0.0,0.0,0.19,29.0,-19.0,31.0,1401.0,15.3,13.25,0.0,2.04,1135.02,35.0,16.0,20.0,90.0,73.0,17.0,3.0,15.0,138.21,996.07,20.0,52.74,17.78,4.0,0.0,0.0,0.0,0.34,14.0,8.0,51.0,1492.0,15.32,13.38,0.0,1.53,862.13,23.0,13.0,38.0,75.0,47.0,32.0,7.0,18.0,168.28,692.5,38.0,52.04,17.33,1.0,0.0,0.0,0.0,0.55,18.0,-9.0,36.0,1077.0,18.2,14.44,0.01,3.35,1426.47,43.0,7.0,51.0,81.0,79.0,52.0,1.0,19.0,263.38,1160.43,51.0,50.88,8.64,0.0,0.0,0.0,0.0,2.26,31.0,7.0,50.0,1835.0,18.03,14.41,0.01,3.2,750000.0,76
111,240,Center,1983,38,Toronto,ON,CAN,"6' 3""",216,False,False,False,Right,762.58,13.0,12.0,26.0,97.0,71.0,31.0,3.0,10.0,100.08,651.47,26.0,52.86,12.4,1.0,0.0,0.0,0.0,11.03,24.0,-3.0,25.0,1135.0,10.44,9.1,0.09,1.24,595.35,20.0,10.0,6.0,81.0,54.0,26.0,1.0,5.0,72.32,479.5,6.0,56.93,12.3,2.0,0.0,0.0,0.0,43.13,10.0,3.0,30.0,914.0,11.01,8.53,0.48,1.2,628.05,16.0,9.0,18.0,73.0,58.0,13.0,2.0,7.0,68.01,557.06,18.0,54.02,12.3,0.0,0.0,0.0,0.0,2.58,19.0,-3.0,25.0,894.0,10.49,9.36,0.03,1.1,1008.32,19.0,8.0,29.0,121.0,76.0,16.0,2.0,12.0,167.25,839.06,29.0,58.24,6.61,1.0,0.0,0.0,0.0,2.01,30.0,-13.0,27.0,1513.0,13.16,11.02,0.01,2.12,1014.28,18.0,8.0,12.0,138.0,78.0,16.0,4.0,11.0,155.31,856.24,12.0,55.82,5.8,3.0,0.0,0.0,0.0,2.33,26.0,-12.0,26.0,1469.0,13.0,10.58,0.01,1.59,1099.37,35.0,15.0,29.0,149.0,68.0,13.0,2.0,19.0,181.52,899.15,29.0,52.21,10.07,4.0,0.0,1.0,1.0,18.3,31.0,-18.0,50.0,1530.0,16.1,13.13,0.16,2.4,750000.0,75
112,241,Left Wing,1987,33,Buffalo,NY,USA,"6' 0""",211,False,False,False,Left,797.4,11.0,2.0,61.0,99.0,64.0,164.0,0.0,1.0,70.42,701.51,61.0,56.41,2.0,0.0,0.0,0.0,0.0,25.07,31.0,-13.0,13.0,1073.0,12.27,10.57,0.23,1.06,870.39,13.0,7.0,32.0,81.0,49.0,133.0,1.0,2.0,94.24,695.24,32.0,44.82,8.6,0.0,0.0,0.0,3.0,80.51,37.0,2.0,20.0,1075.0,17.46,14.11,1.39,1.55,1250.44,21.0,10.0,62.0,131.0,67.0,212.0,2.0,4.0,127.58,1022.3,62.0,49.84,7.6,1.0,0.0,0.0,1.0,100.16,50.0,-3.0,31.0,1560.0,18.4,15.15,1.29,1.54,1292.23,18.0,17.0,44.0,141.0,73.0,175.0,2.0,4.0,179.03,1049.26,44.0,56.59,12.06,2.0,0.0,0.0,0.0,63.54,51.0,12.0,35.0,1618.0,17.42,14.22,0.52,2.27,1321.13,18.0,15.0,50.0,137.0,72.0,182.0,2.0,4.0,171.59,1062.35,50.0,45.88,10.95,1.0,0.0,0.0,0.0,86.39,60.0,1.0,33.0,1638.0,18.21,14.45,1.12,2.23,1455.36,25.0,26.0,55.0,185.0,79.0,157.0,11.0,21.0,212.13,1196.46,55.0,46.06,14.05,5.0,1.0,0.0,0.0,46.37,50.0,-4.0,51.0,1854.0,18.25,15.08,0.35,2.41,3800000.0,72
113,244,Right Wing,1988,32,Scarborough,ON,CAN,"6' 2""",185,False,False,False,Right,671.47,11.0,5.0,96.0,79.0,72.0,148.0,0.0,1.0,15.42,655.29,96.0,50.0,6.3,2.0,0.0,0.0,0.0,0.36,11.0,-7.0,16.0,987.0,9.19,9.06,0.0,0.13,455.27,2.0,7.0,45.0,62.0,38.0,64.0,3.0,3.0,67.54,387.33,45.0,50.0,11.3,0.0,0.0,0.0,0.0,0.0,15.0,-3.0,9.0,620.0,11.59,10.11,0.0,1.47,1014.42,17.0,8.0,66.0,119.0,68.0,145.0,5.0,9.0,176.26,838.13,66.0,39.18,6.7,1.0,0.0,0.0,0.0,0.03,29.0,-21.0,25.0,1201.0,14.55,12.19,0.0,2.35,1237.38,13.0,17.0,99.0,157.0,79.0,137.0,5.0,8.0,217.4,1019.31,99.0,23.52,10.83,2.0,0.0,0.0,0.0,0.27,28.0,-16.0,30.0,1530.0,15.39,12.54,0.0,2.45,1356.34,22.0,24.0,57.0,176.0,75.0,129.0,11.0,17.0,248.3,1043.46,57.0,57.14,13.64,5.0,1.0,1.0,1.0,64.18,54.0,-16.0,46.0,1700.0,18.05,13.55,0.51,3.18,1555.43,23.0,31.0,122.0,224.0,82.0,162.0,16.0,25.0,304.32,1127.04,122.0,47.05,13.84,4.0,1.0,2.0,2.0,124.07,60.0,-18.0,54.0,2049.0,18.58,13.44,1.3,3.42,750000.0,74
114,245,Defenseman,1990,31,Massena,NY,USA,"6' 2""",200,False,False,False,Right,737.24,5.0,3.0,53.0,60.0,48.0,114.0,0.0,0.0,0.23,717.49,53.0,0.0,5.0,1.0,0.0,0.0,0.0,19.12,34.0,2.0,8.0,887.0,15.21,14.57,0.24,0.0,654.1,4.0,0.0,49.0,36.0,45.0,67.0,0.0,0.0,2.25,587.37,49.0,0.0,0.0,0.0,0.0,0.0,0.0,64.08,31.0,7.0,4.0,873.0,14.32,13.03,1.25,0.03,449.01,6.0,1.0,22.0,29.0,27.0,30.0,0.0,0.0,2.01,389.27,22.0,0.0,3.4,0.0,0.0,0.0,1.0,57.33,27.0,0.0,7.0,533.0,16.37,14.25,2.07,0.04,1405.44,16.0,3.0,52.0,93.0,65.0,83.0,0.0,1.0,16.37,1209.31,52.0,0.0,3.23,0.0,0.0,1.0,1.0,179.36,116.0,-5.0,19.0,1574.0,21.37,18.36,2.45,0.15,344.49,1.0,0.0,20.0,29.0,18.0,22.0,0.0,0.0,15.59,308.52,20.0,0.0,0.0,0.0,0.0,0.0,0.0,19.58,23.0,-9.0,1.0,458.0,19.09,17.09,1.06,0.53,1124.53,9.0,2.0,46.0,73.0,56.0,59.0,0.0,1.0,6.43,1020.36,46.0,0.0,2.74,1.0,1.0,0.0,0.0,97.34,97.0,-17.0,11.0,1424.0,20.05,18.13,1.44,0.07,750000.0,74
115,247,Center,1990,30,Mississauga,ON,CAN,"6' 1""",215,False,True,False,Left,1427.51,49.0,27.0,32.0,237.0,79.0,90.0,10.0,26.0,236.44,1189.44,32.0,60.58,11.4,3.0,0.0,0.0,0.0,1.23,44.0,-8.0,76.0,1672.0,18.04,15.03,0.01,2.59,1019.02,31.0,19.0,14.0,163.0,56.0,51.0,6.0,12.0,145.39,871.2,14.0,55.28,11.7,2.0,0.0,0.0,0.0,2.03,28.0,12.0,50.0,1189.0,18.11,15.33,0.02,2.36,1231.37,34.0,26.0,24.0,197.0,63.0,32.0,7.0,21.0,189.4,1040.53,24.0,55.28,13.2,4.0,3.0,0.0,0.0,1.04,31.0,-7.0,60.0,1388.0,19.32,16.31,0.01,3.0,1565.19,41.0,47.0,34.0,286.0,82.0,59.0,10.0,19.0,212.44,1336.22,34.0,54.45,16.43,8.0,1.0,0.0,0.0,16.13,53.0,19.0,88.0,1969.0,19.05,16.17,0.11,2.35,1633.52,47.0,37.0,26.0,257.0,82.0,30.0,12.0,30.0,259.24,1246.35,26.0,52.89,14.4,3.0,2.0,2.0,3.0,127.53,34.0,-12.0,84.0,1895.0,19.55,15.12,1.33,3.09,1572.15,38.0,28.0,38.0,260.0,77.0,42.0,7.0,18.0,246.0,1252.41,38.0,50.61,10.77,3.0,1.0,1.0,2.0,73.34,20.0,4.0,66.0,1906.0,20.25,16.16,0.57,3.11,9350000.0,73
116,249,Defenseman,1992,29,Tonka Bay,MN,USA,"6' 4""",210,False,False,False,Right,1394.22,20.0,3.0,41.0,64.0,69.0,129.0,0.0,0.0,4.54,1219.18,41.0,0.0,4.7,1.0,0.0,1.0,3.0,170.1,104.0,14.0,23.0,1764.0,20.12,17.4,2.27,0.04,1158.28,18.0,2.0,25.0,57.0,55.0,82.0,0.0,0.0,8.5,1009.4,25.0,0.0,3.5,1.0,1.0,0.0,1.0,139.58,84.0,16.0,20.0,1407.0,21.03,18.21,2.32,0.09,1258.37,16.0,2.0,43.0,89.0,68.0,89.0,0.0,0.0,2.47,1121.16,43.0,0.0,2.2,0.0,0.0,0.0,0.0,134.34,83.0,13.0,18.0,1603.0,18.3,16.29,1.58,0.02,137.18,1.0,0.0,2.0,6.0,11.0,9.0,0.0,0.0,0.28,136.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-5.0,1.0,191.0,12.28,12.26,0.0,0.02,34.43,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,32.11,0.0,0.0,100.0,1.0,0.0,0.0,0.0,2.32,3.0,5.0,2.0,53.0,17.21,16.05,1.16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,76
117,250,Left Wing,1992,29,Toronto,ON,CAN,"6' 1""",211,True,False,False,Right,1479.2,27.0,27.0,36.0,213.0,76.0,74.0,5.0,10.0,182.24,1162.01,36.0,48.23,12.7,4.0,1.0,1.0,4.0,134.55,31.0,-9.0,54.0,1701.0,19.27,15.17,1.46,2.24,832.41,18.0,15.0,28.0,115.0,43.0,69.0,3.0,5.0,64.5,683.27,28.0,32.72,13.0,4.0,0.0,0.0,0.0,84.24,21.0,19.0,33.0,984.0,19.21,15.53,1.57,1.3,973.54,16.0,21.0,23.0,106.0,51.0,52.0,3.0,6.0,56.04,822.33,23.0,43.75,19.8,1.0,0.0,1.0,1.0,95.17,23.0,13.0,37.0,1185.0,19.05,16.07,1.52,1.05,1226.34,20.0,21.0,65.0,144.0,71.0,102.0,0.0,0.0,17.52,1047.44,65.0,47.67,14.58,4.0,0.0,1.0,1.0,160.58,39.0,16.0,41.0,1700.0,17.16,14.45,2.16,0.15,1423.2,25.0,15.0,37.0,148.0,82.0,117.0,0.0,0.0,12.3,1193.31,37.0,42.85,10.14,2.0,0.0,1.0,2.0,217.19,55.0,22.0,40.0,1981.0,17.21,14.33,2.39,0.09,1369.09,18.0,10.0,30.0,156.0,82.0,109.0,0.0,0.0,13.5,1126.37,30.0,37.93,6.41,3.0,0.0,4.0,4.0,228.42,43.0,2.0,28.0,1950.0,16.41,13.44,2.47,0.1,2550000.0,73
118,252,Center,1994,27,MILWAUKEE,WI,USA,"6' 1""",194,False,False,False,Left,789.12,15.0,6.0,32.0,89.0,60.0,67.0,0.0,1.0,49.29,739.22,32.0,52.32,6.7,0.0,0.0,0.0,0.0,0.21,24.0,-11.0,21.0,1088.0,13.09,12.19,0.0,0.49,432.01,8.0,5.0,20.0,62.0,34.0,44.0,1.0,1.0,33.17,398.17,20.0,50.0,8.1,0.0,0.0,0.0,0.0,0.27,10.0,-8.0,13.0,600.0,12.42,11.42,0.0,0.58,725.45,16.0,8.0,16.0,86.0,59.0,52.0,2.0,7.0,97.52,627.14,16.0,51.14,9.3,0.0,0.0,0.0,0.0,0.39,17.0,-5.0,24.0,988.0,12.18,10.37,0.0,1.39,1132.38,22.0,19.0,34.0,159.0,72.0,62.0,9.0,21.0,228.15,903.51,34.0,45.74,11.95,4.0,1.0,0.0,0.0,0.32,34.0,-19.0,41.0,1485.0,15.43,12.33,0.0,3.1,1331.12,32.0,19.0,22.0,213.0,82.0,33.0,9.0,24.0,240.01,1089.14,22.0,44.95,8.92,2.0,0.0,0.0,0.0,1.57,37.0,-31.0,51.0,1589.0,16.14,13.17,0.01,2.55,971.43,27.0,17.0,24.0,104.0,61.0,36.0,6.0,15.0,138.57,830.34,24.0,42.67,16.35,6.0,5.0,0.0,0.0,2.12,32.0,-5.0,44.0,1276.0,15.55,13.36,0.02,2.16,750000.0,73
119,255,Center,1994,26,Vancouver,BC,CAN,"5' 10""",185,False,False,False,Left,1247.36,38.0,13.0,20.0,117.0,82.0,75.0,0.0,1.0,9.1,1096.45,20.0,42.69,11.1,1.0,0.0,0.0,3.0,141.41,65.0,19.0,51.0,1689.0,15.12,13.22,1.43,0.06,808.53,15.0,8.0,12.0,68.0,56.0,41.0,0.0,2.0,33.26,690.29,12.0,40.78,11.8,1.0,0.0,1.0,1.0,84.58,34.0,2.0,23.0,1117.0,14.26,12.19,1.31,0.35,960.0,19.0,9.0,32.0,88.0,65.0,48.0,1.0,3.0,81.33,860.52,32.0,46.92,10.2,1.0,0.0,0.0,0.0,17.35,41.0,-2.0,28.0,1259.0,14.46,13.14,0.16,1.15,1160.5,27.0,15.0,38.0,116.0,78.0,22.0,4.0,16.0,161.58,994.15,38.0,56.03,12.93,1.0,0.0,0.0,0.0,4.37,29.0,-9.0,42.0,1486.0,14.52,12.44,0.03,2.04,1061.54,24.0,19.0,28.0,81.0,79.0,42.0,5.0,17.0,196.03,865.36,28.0,42.07,23.46,0.0,0.0,0.0,0.0,0.15,35.0,-7.0,43.0,1398.0,13.26,10.57,0.0,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700000.0,70
120,257,Right Wing,1996,25,Calgary,AB,CAN,"6' 0""",196,False,False,False,Right,1480.03,46.0,34.0,16.0,256.0,81.0,19.0,13.0,31.0,244.33,1210.54,16.0,52.3,13.3,7.0,2.0,0.0,0.0,24.36,30.0,-9.0,80.0,1774.0,18.16,14.56,0.18,3.01,846.38,25.0,17.0,16.0,133.0,51.0,12.0,4.0,11.0,123.46,722.11,16.0,56.52,12.8,2.0,1.0,0.0,0.0,0.41,15.0,10.0,42.0,1056.0,16.36,14.09,0.0,2.25,1238.11,28.0,31.0,12.0,197.0,68.0,9.0,9.0,17.0,196.07,1041.07,12.0,50.0,15.7,7.0,1.0,0.0,0.0,0.57,14.0,-2.0,59.0,1493.0,18.12,15.18,0.0,2.53,837.51,20.0,7.0,16.0,130.0,54.0,16.0,1.0,6.0,100.16,735.04,16.0,55.16,5.38,0.0,0.0,0.0,0.0,2.31,14.0,-4.0,27.0,1145.0,15.3,13.36,0.02,1.51,1368.27,41.0,20.0,10.0,184.0,82.0,21.0,5.0,12.0,165.26,1201.1,10.0,51.38,10.87,8.0,2.0,0.0,0.0,1.51,18.0,20.0,61.0,1869.0,16.41,14.38,0.01,2.01,1297.0,39.0,22.0,32.0,205.0,81.0,25.0,9.0,26.0,190.46,1105.37,32.0,40.16,10.73,2.0,0.0,0.0,0.0,0.37,16.0,-3.0,61.0,1766.0,16.0,13.38,0.0,2.21,6000000.0,72
121,259,Left Wing,1996,25,Ljungby,Unknown,SWE,"6' 5""",214,False,False,False,Left,1035.46,20.0,15.0,30.0,154.0,78.0,66.0,1.0,3.0,44.39,916.32,30.0,42.02,9.7,3.0,0.0,2.0,3.0,74.35,12.0,13.0,35.0,1475.0,13.16,11.45,0.57,0.34,501.02,5.0,7.0,16.0,61.0,42.0,43.0,0.0,0.0,3.42,474.3,16.0,43.03,11.5,1.0,0.0,0.0,0.0,22.5,12.0,2.0,12.0,696.0,11.55,11.17,0.32,0.05,572.49,7.0,8.0,6.0,72.0,48.0,29.0,0.0,0.0,0.16,510.11,6.0,39.04,11.1,3.0,0.0,1.0,2.0,62.22,10.0,4.0,15.0,805.0,11.56,10.37,1.17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250000.0,77
122,260,Defenseman,1996,24,Newmarket,ON,CAN,"6' 0""",205,False,False,False,Left,920.07,5.0,2.0,14.0,46.0,60.0,55.0,0.0,0.0,1.34,882.39,14.0,0.0,4.3,1.0,0.0,0.0,0.0,35.54,46.0,9.0,7.0,1255.0,15.2,14.42,0.35,0.01,674.26,4.0,2.0,19.0,36.0,51.0,44.0,0.0,0.0,0.42,651.43,19.0,0.0,5.6,0.0,0.0,0.0,0.0,22.01,35.0,-1.0,6.0,944.0,13.13,12.46,0.25,0.0,969.17,7.0,4.0,37.0,65.0,56.0,76.0,0.0,0.0,2.41,902.11,37.0,0.0,6.2,1.0,0.0,0.0,0.0,64.25,58.0,14.0,11.0,1231.0,17.18,16.06,1.09,0.02,1107.38,13.0,4.0,22.0,98.0,64.0,100.0,0.0,0.0,8.24,1031.51,22.0,0.0,4.08,0.0,0.0,0.0,0.0,67.23,57.0,-5.0,17.0,1453.0,17.18,16.07,1.03,0.07,591.47,12.0,1.0,8.0,54.0,37.0,48.0,0.0,0.0,3.19,574.11,8.0,0.0,1.85,0.0,0.0,0.0,0.0,14.17,36.0,16.0,13.0,821.0,15.59,15.31,0.23,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000.0,72
123,261,Right Wing,1997,24,Markham,ON,CAN,"6' 0""",175,True,False,False,Right,1503.34,62.0,35.0,16.0,224.0,72.0,75.0,6.0,25.0,223.39,1136.12,16.0,55.55,15.6,5.0,1.0,3.0,4.0,143.43,31.0,23.0,97.0,1744.0,20.52,15.46,1.59,3.06,1233.29,47.0,20.0,20.0,156.0,55.0,23.0,0.0,14.0,171.55,954.42,20.0,80.0,12.8,5.0,0.0,0.0,2.0,106.52,41.0,21.0,67.0,1377.0,22.25,17.21,1.56,3.07,1271.41,51.0,16.0,16.0,154.0,59.0,24.0,6.0,24.0,190.06,951.51,16.0,26.92,10.4,2.0,1.0,0.0,1.0,129.44,37.0,6.0,67.0,1450.0,21.33,16.07,2.11,3.13,1625.26,68.0,26.0,22.0,233.0,82.0,29.0,3.0,21.0,212.17,1302.0,22.0,63.63,11.16,5.0,0.0,1.0,3.0,111.09,43.0,22.0,94.0,2066.0,19.49,15.52,1.21,2.35,1343.49,47.0,22.0,26.0,194.0,82.0,31.0,8.0,27.0,179.59,1160.21,26.0,52.63,11.34,2.0,0.0,0.0,0.0,3.29,25.0,-1.0,69.0,1824.0,16.23,14.09,0.02,2.11,1294.23,42.0,19.0,38.0,176.0,77.0,41.0,4.0,21.0,183.15,1100.55,38.0,37.83,10.8,5.0,0.0,0.0,0.0,10.13,39.0,0.0,61.0,1690.0,16.48,14.17,0.07,2.22,10358000.0,72
124,264,Center,1997,23,San Ramon,CA,USA,"6' 3""",220,True,False,False,Left,1504.28,46.0,60.0,18.0,348.0,73.0,67.0,16.0,29.0,225.45,1273.55,18.0,56.22,17.2,10.0,2.0,0.0,0.0,4.48,62.0,20.0,106.0,1669.0,20.36,17.27,0.03,3.05,1120.46,25.0,41.0,10.0,222.0,52.0,57.0,10.0,13.0,168.04,944.14,10.0,51.9,18.5,12.0,2.0,0.0,0.0,8.28,47.0,21.0,66.0,1217.0,21.33,18.09,0.09,3.13,1467.52,33.0,47.0,8.0,290.0,70.0,40.0,12.0,25.0,223.44,1241.39,8.0,55.0,16.2,5.0,0.0,0.0,0.0,2.29,60.0,19.0,80.0,1624.0,20.58,17.44,0.02,3.11,1261.44,36.0,37.0,12.0,251.0,68.0,28.0,12.0,20.0,174.39,1085.01,12.0,52.14,14.74,5.0,2.0,0.0,0.0,2.04,60.0,-9.0,73.0,1591.0,18.33,15.57,0.01,2.34,1123.57,29.0,34.0,12.0,187.0,62.0,16.0,5.0,13.0,133.04,989.2,12.0,54.5,18.18,5.0,2.0,0.0,0.0,1.33,61.0,25.0,63.0,1497.0,18.07,15.57,0.01,2.08,1445.45,29.0,40.0,14.0,279.0,82.0,21.0,8.0,21.0,201.28,1242.49,14.0,46.82,14.34,8.0,1.0,0.0,0.0,1.28,61.0,2.0,69.0,1894.0,17.37,15.09,0.01,2.27,10450000.0,75
125,268,Right Wing,1994,26,Omsk,Unknown,RUS,"6' 3""",195,False,False,False,Left,808.44,11.0,21.0,26.0,147.0,53.0,52.0,4.0,5.0,57.56,676.45,26.0,0.0,14.3,4.0,0.0,4.0,4.0,74.03,18.0,16.0,32.0,1105.0,15.15,12.46,1.23,1.05,767.19,10.0,7.0,6.0,107.0,54.0,49.0,0.0,0.0,7.39,674.05,6.0,100.0,6.5,2.0,0.0,0.0,1.0,85.35,28.0,5.0,17.0,1050.0,14.12,12.28,1.35,0.08,607.28,15.0,8.0,4.0,98.0,39.0,26.0,0.0,0.0,3.03,529.22,4.0,75.0,8.2,1.0,0.0,1.0,1.0,75.03,13.0,7.0,23.0,852.0,15.34,13.34,1.55,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2190000.0,75
